n;swaps;comparisons
69700;1030515;1069110
69800;1032212;1070942
69900;1033892;1072687
70000;1035586;1074475
70100;1037337;1076281
70200;1039059;1078110
70300;1040662;1079807
70400;1042421;1081670
70500;1044054;1083406
70600;1045842;1085250
70700;1047510;1087006
70800;1049196;1088793
70900;1050833;1090525
71000;1052609;1092393
71100;1054246;1094140
71200;1055975;1095956
71300;1057678;1097750
71400;1059394;1099550
71500;1061099;1101358
71600;1062741;1103102
71700;1064428;1104911
71800;1066085;1106661
71900;1067815;1108472
72000;1069425;1110223
72100;1071223;1112091
72200;1072887;1113837
72300;1074533;1115612
72400;1076157;1117333
72500;1077937;1119208
72600;1079536;1120925
72700;1081230;1122711
72800;1082930;1124516
72900;1084635;1126335
73000;1086306;1128120
73100;1088012;1129930
73200;1089780;1131797
73300;1091395;1133511
73400;1093101;1135316
73500;1094798;1137096
73600;1096520;1138944
73700;1098150;1140671
73800;1099683;1142136
73900;1101066;1143333
74000;1102469;1144533
74100;1103886;1145819
74200;1105355;1147078
74300;1106817;1148362
74400;1108261;1149639
74500;1109577;1150780
74600;1111073;1152094
74700;1112505;1153348
74800;1113889;1154580
74900;1115412;1155923
75000;1116780;1157139
75100;1118280;1158442
75200;1119695;1159686
75300;1121140;1160938
75400;1122516;1162199
75500;1123946;1163429
75600;1125409;1164720
75700;1126769;1165924
75800;1128222;1167170
75900;1129653;1168486
76000;1131115;1169766
76100;1132385;1170886
76200;1133893;1172202
76300;1135310;1173464
76400;1136737;1174732
76500;1138219;1176028
76600;1139609;1177247
76700;1140989;1178485
76800;1142376;1179727
76900;1143860;1181021
77000;1145273;1182273
77100;1146716;1183551
77200;1148098;1184773
77300;1149487;1186042
77400;1150891;1187272
77500;1152396;1188576
77600;1153754;1189800
77700;1155184;1191070
77800;1156587;1192325
77900;1157955;1193545
78000;1159403;1194826
78100;1160854;1196100
78200;1162230;1197330
78300;1163700;1198613
78400;1165116;1199914
78500;1166547;1201173
78600;1167921;1202411
78700;1169284;1203626
78800;1170769;1204921
78900;1172142;1206148
79000;1173570;1207440
79100;1174966;1208680
79200;1176474;1210002
79300;1177765;1211163
79400;1179228;1212438
79500;1180562;1213679
79600;1182048;1214984
79700;1183398;1216168
79800;1184773;1217444
79900;1186234;1218697
80000;1187673;1220011
80100;1189060;1221262
80200;1190453;1222509
80300;1191898;1223796
80400;1193251;1225028
80500;1194674;1226278
80600;1196110;1227593
80700;1197503;1228819
80800;1198932;1230107
80900;1200313;1231356
81000;1201672;1232565
81100;1203048;1233814
81200;1204541;1235113
81300;1205906;1236368
81400;1207291;1237630
81500;1208663;1238869
81600;1210068;1240126
81700;1211457;1241342
