n;swaps;comparisons
90600;375122;1361140
90700;372957;1356670
90800;373947;1367008
90900;374882;1358458
91000;380614;1362961
91100;378018;1369274
91200;375657;1367127
91300;373106;1370487
91400;375228;1374874
91500;378605;1375476
91600;379853;1372843
91700;379186;1378983
91800;378351;1383036
91900;381095;1373609
92000;383186;1389133
92100;384739;1376857
92200;377774;1387814
92300;381302;1388613
92400;381956;1389727
92500;379849;1389538
92600;379250;1388575
92700;381256;1397813
92800;384219;1393976
92900;387519;1395445
93000;387158;1392033
93100;383426;1404097
93200;386592;1400708
93300;389795;1394015
93400;387036;1412903
93500;387735;1401712
93600;387330;1398827
93700;387045;1403982
93800;385042;1417507
93900;386238;1420873
94000;387731;1415608
94100;387464;1412207
94200;388056;1414981
94300;393968;1422692
94400;389507;1412736
94500;394215;1423548
94600;385983;1421790
94700;393003;1421115
94800;393288;1427410
94900;386857;1436486
95000;388721;1431111
95100;394300;1426780
95200;402454;1439851
95300;392242;1428946
95400;403233;1429713
95500;397477;1440759
95600;398106;1433452
95700;396360;1438357
95800;390631;1440975
95900;391524;1445236
96000;404833;1449911
96100;392369;1448770
96200;395384;1440593
96300;396517;1447625
96400;399889;1446328
96500;394350;1451724
96600;396516;1460631
96700;400003;1466792
96800;402375;1453682
96900;403154;1461692
97000;406505;1455990
97100;404501;1449259
97200;403092;1468129
97300;405367;1455138
97400;400848;1461219
97500;401790;1467302
97600;407012;1457957
97700;415505;1468957
97800;407927;1465462
97900;403864;1471422
98000;404087;1472376
98100;412850;1470389
98200;407238;1473729
98300;413992;1474485
98400;410565;1482316
98500;409759;1472294
98600;405708;1477767
98700;406455;1482572
98800;411034;1481862
98900;416309;1481278
99000;410264;1491603
99100;407975;1488828
99200;411452;1488720
99300;410698;1485474
99400;411510;1498999
99500;410612;1498819
99600;411500;1499033
99700;411323;1502049
99800;413047;1505173
99900;417216;1495738
100000;407943;1500804
